age,tenure_months,monthly_charges,num_services,promo_flag,churn
50,61,78.07,4,0,1
40,70,101.59,3,1,0
77,54,106.12,3,1,0
49,7,101.88,4,1,1
68,44,65.55,1,0,0
63,59,31.89,2,0,0
52,46,76.92,3,0,0
72,43,35.64,1,1,0
25,34,26.1,4,1,0
75,18,69.87,1,1,1
70,20,85.54,4,0,1
49,53,105.41,3,0,0
63,5,98.28,4,1,0
50,6,105.72,4,0,1
34,29,96.01,3,1,0
67,55,90.32,4,1,0
33,47,21.01,2,0,0
37,42,82.61,3,1,0
50,38,32.05,4,0,0
69,8,25.87,1,0,0
41,24,35.64,2,0,0
48,6,102.33,1,1,1
20,54,94.38,3,1,0
25,54,114.88,4,0,1
21,19,117.9,1,1,0
22,21,109.33,3,0,1
71,23,33.29,2,1,1
70,64,107.84,4,1,0
68,35,103.86,1,1,1
21,55,107.11,1,1,1
22,32,35.17,1,0,0
35,50,31.68,2,0,1
53,38,112.38,2,1,0
38,20,37.38,4,0,0
48,63,56.86,2,1,0
28,51,65.6,1,0,0
63,55,32.44,3,1,0
37,68,22.06,1,1,0
22,18,119.41,2,1,0
64,7,107.67,3,0,1
73,42,111.23,2,1,0
18,24,48.46,3,0,0
45,31,42.01,2,0,0
69,17,62.59,4,0,0
61,29,65.33,2,0,1
71,28,20.56,4,1,0
43,25,97.93,3,1,0
41,53,119.67,3,0,0
61,43,72.87,1,1,0
27,34,58.83,1,1,0
32,9,59.28,3,1,0
55,41,29.61,2,0,0
59,13,46.62,2,1,1
25,23,70.21,4,0,0
49,30,63.18,2,1,0
40,11,74.5,2,0,0
49,28,104.91,3,1,1
77,19,42.52,4,0,0
22,61,22.77,4,0,0
79,62,23.82,3,0,0
45,1,33.42,1,0,0
65,43,77.05,1,0,0
44,46,100.82,3,1,0
37,27,108.68,3,0,0
65,34,83.51,1,0,0
60,57,60.31,3,0,0
26,27,35.45,4,0,0
61,5,60.14,1,0,0
64,27,53.24,4,1,0
42,19,107.0,2,0,1
75,28,68.67,2,1,0
57,17,42.62,3,0,0
38,11,48.88,1,1,0
18,70,33.65,1,0,0
59,10,111.86,4,1,1
30,51,25.03,2,1,0
64,51,21.28,1,1,0
50,44,38.3,3,1,0
46,65,101.09,1,1,0
28,1,72.35,4,1,0
62,22,82.58,1,1,0
28,14,55.77,3,0,0
43,41,26.87,2,1,0
69,46,105.62,4,1,0
75,64,39.19,3,0,0
79,27,23.31,4,1,0
77,17,77.27,1,1,0
52,66,28.33,2,0,0
30,48,29.58,4,0,0
70,55,100.04,1,0,0
67,32,69.16,4,1,0
79,32,44.15,4,1,0
58,28,54.86,3,0,0
26,54,92.92,1,1,0
49,15,26.64,4,0,0
45,70,31.65,4,1,1
70,13,81.63,2,0,0
42,33,80.7,3,1,0
38,23,117.25,1,0,1
22,46,57.45,2,1,0
69,49,26.51,1,1,0
64,66,73.75,3,1,0
20,57,83.83,3,0,0
44,18,33.96,3,0,1
47,15,75.29,3,0,0
47,63,39.78,4,0,0
74,35,104.47,1,0,0
27,7,103.52,1,1,0
36,59,62.96,1,0,0
29,47,116.67,4,0,0
33,2,117.98,1,0,0
74,56,32.93,1,0,0
76,44,56.77,1,1,0
20,44,80.03,4,0,1
57,62,28.48,3,0,0
32,36,58.27,4,0,0
29,33,46.12,1,1,0
36,44,115.21,2,0,1
30,15,61.16,3,0,0
48,11,96.27,1,1,0
79,60,58.67,4,1,0
54,16,33.18,4,0,1
62,36,106.32,1,0,1
48,20,20.04,4,1,0
18,17,25.59,2,0,0
23,43,56.44,2,0,1
34,57,88.69,4,1,0
33,32,54.17,3,1,0
70,10,26.63,1,0,0
70,18,51.78,4,1,1
70,12,44.5,3,1,1
57,63,20.54,1,1,0
52,23,73.48,3,1,0
58,27,31.66,3,0,0
43,6,48.75,2,0,0
59,32,84.12,2,0,0
67,65,92.51,4,0,0
65,30,46.35,1,1,0
56,47,52.92,3,1,0
21,13,44.69,4,1,0
62,11,115.69,4,0,1
40,52,39.05,2,0,0
64,5,38.32,2,0,0
51,32,64.5,4,1,1
72,23,38.93,2,0,0
38,2,35.67,3,1,0
75,38,29.59,3,1,0
70,69,84.02,3,0,1
38,5,81.21,3,1,1
47,58,85.02,2,1,0
50,39,97.33,2,1,0
65,52,52.64,2,0,0
60,7,111.84,3,0,0
70,62,93.32,4,0,0
40,1,100.47,3,1,1
49,65,92.1,3,1,0
44,47,55.85,2,0,0
74,24,48.3,4,0,0
36,1,62.25,2,1,0
54,44,29.7,2,1,0
25,7,65.13,1,1,0
70,44,24.31,2,1,0
41,55,20.39,3,1,0
39,19,113.15,1,1,1
54,17,88.93,1,1,0
48,16,76.18,4,0,0
70,16,54.11,4,0,0
50,9,77.05,2,0,0
50,18,109.16,2,1,0
24,47,85.24,3,0,0
19,22,80.25,4,1,0
42,56,66.02,2,1,0
79,59,54.57,1,0,0
74,55,89.85,2,0,1
56,39,118.1,2,0,0
57,23,62.48,3,1,0
42,67,59.22,1,0,0
29,15,62.81,3,0,0
18,33,62.55,1,0,0
39,33,119.06,4,0,1
37,53,90.68,3,1,0
29,39,55.92,1,1,0
34,57,57.15,4,0,0
19,66,63.08,3,1,1
55,28,23.67,3,1,1
75,63,72.78,1,0,0
60,13,101.14,1,0,0
45,66,86.06,4,1,0
44,13,39.84,2,1,0
37,61,92.8,3,0,0
26,28,91.95,4,0,0
55,69,46.25,2,1,0
53,10,82.29,2,1,1
18,34,81.09,4,0,0
43,65,103.98,1,0,0
35,4,33.61,2,1,0
28,19,39.48,4,0,1
61,6,68.6,1,0,0
50,23,24.41,2,1,0
57,28,61.56,2,0,0
62,44,98.82,1,1,0
78,19,34.87,1,1,0
67,12,65.99,2,0,0
56,13,118.98,4,0,0
72,67,70.59,1,1,0
47,68,69.83,3,0,0
79,16,75.88,2,1,0
65,14,38.6,4,0,0
58,4,34.72,2,1,0
74,69,87.74,4,0,0
49,51,59.58,2,0,1
62,55,48.99,4,1,0
35,21,23.14,4,0,0
77,46,104.61,2,0,0
56,5,23.23,3,1,0
66,48,95.0,1,1,0
46,42,58.2,2,0,0
71,24,79.87,2,1,0
22,51,44.77,4,0,0
25,46,35.54,4,0,0
49,32,73.34,4,0,0
63,14,89.56,4,1,0
68,2,39.55,4,1,0
45,67,63.64,4,0,0
58,20,64.47,3,1,0
52,22,41.6,1,0,0
77,49,76.5,4,0,0
58,19,34.59,1,0,0
43,27,70.97,1,1,0
78,51,31.34,4,0,0
24,43,68.55,1,1,1
79,47,51.16,1,0,0
27,1,65.22,3,1,0
35,33,63.37,3,0,1
68,34,110.79,1,0,0
63,45,68.99,2,1,0
78,11,101.85,1,1,0
64,12,42.57,2,1,0
57,55,55.21,1,0,1
39,48,27.51,3,1,0
18,58,62.07,2,0,0
25,20,86.87,4,1,0
36,71,103.82,1,1,0
20,20,76.59,4,1,1
49,47,84.01,4,1,0
66,12,37.73,2,0,0
77,66,23.72,3,0,0
48,24,99.17,2,1,0
72,57,36.7,3,0,0
79,24,29.12,4,0,0
71,57,113.76,3,1,0
46,33,116.35,3,1,0
38,5,81.63,4,1,0
78,14,57.86,2,1,1
32,49,103.32,1,1,0
43,14,40.47,3,0,0
22,20,62.94,3,1,0
67,39,55.7,1,1,0
58,18,111.27,3,1,0
23,10,111.98,1,1,0
31,45,85.09,2,0,0
52,49,31.07,4,1,0
51,53,68.22,3,1,0
67,68,44.53,3,0,0
34,9,108.49,3,1,0
75,31,33.84,1,1,0
45,17,25.43,4,0,1
69,64,90.44,2,1,0
32,39,65.33,4,0,1
20,7,103.84,4,0,0
21,50,27.46,1,1,0
41,4,100.11,3,1,0
77,20,23.73,1,0,0
21,52,22.81,3,0,0
40,36,66.13,2,1,1
24,55,42.13,1,1,1
75,41,79.37,3,0,0
59,60,22.58,4,0,0
65,40,23.54,1,0,0
62,5,92.71,4,0,0
58,6,41.02,4,0,0
65,56,85.64,3,0,1
18,3,94.99,4,1,0
71,27,25.93,2,1,0
63,2,96.98,3,0,1
63,22,46.84,3,1,0
42,43,58.95,3,1,0
67,13,28.66,4,0,0
41,34,103.86,4,1,1
21,71,76.07,4,0,0
74,6,70.47,3,1,0
32,5,116.86,4,1,1
24,20,53.45,3,1,0
56,59,109.08,3,0,0
32,29,91.97,1,1,0
71,46,112.85,2,0,0
45,3,110.78,4,0,0
18,53,119.1,2,1,0
77,5,33.17,3,0,0
49,51,99.6,4,0,0
34,11,100.45,2,1,0
59,61,84.44,2,1,1
50,22,47.89,1,0,0
19,14,116.51,1,0,0
65,24,40.44,3,0,0
42,1,69.96,3,1,1
61,12,72.15,2,0,0
73,43,36.18,2,1,0
55,22,92.25,1,0,1
59,26,28.89,4,0,0
33,58,89.31,3,0,0
32,9,104.86,1,1,0
43,29,54.94,3,0,1
70,14,90.94,2,1,1
50,35,35.68,4,0,0
39,24,104.59,2,1,1
66,4,115.2,4,0,1
70,5,35.27,3,0,1
73,61,89.19,1,0,0
36,5,70.58,4,0,1
61,56,73.15,3,0,0
54,66,90.65,2,1,0
45,34,68.87,1,1,0
42,23,80.03,2,0,0
25,56,43.09,3,0,0
35,70,57.85,1,0,0
52,9,106.52,2,1,0
72,69,30.99,3,0,0
71,68,79.76,3,0,0
29,11,38.43,4,1,0
60,4,104.65,1,0,0
23,51,77.9,4,0,0
59,6,60.3,2,0,0
39,43,44.98,1,0,0
45,5,63.68,4,0,0
62,50,115.76,3,1,0
44,17,70.92,3,1,1
68,7,66.95,2,0,0
51,5,94.63,4,1,0
79,14,57.9,1,0,0
57,39,62.74,1,0,0
36,6,53.69,1,0,1
66,57,35.09,3,1,0
43,43,91.38,1,0,0
51,22,107.3,4,1,0
26,71,110.56,1,1,0
25,47,108.08,3,0,0
53,48,65.18,4,0,0
29,13,48.41,4,0,0
79,51,83.79,2,1,0
71,40,115.47,1,0,0
61,70,92.71,4,0,0
63,34,69.48,2,1,1
54,49,88.88,4,0,0
21,25,97.25,1,0,0
42,3,111.93,3,0,0
48,10,96.32,1,0,0
74,62,63.32,2,1,0
31,53,47.36,1,1,0
48,26,69.99,4,0,0
39,50,52.82,3,0,0
26,1,114.28,1,0,0
24,3,70.8,2,1,0
40,37,67.21,2,1,1
23,45,54.82,3,1,0
22,67,83.94,2,0,0
39,54,72.01,2,0,0
30,19,32.9,4,1,0
52,58,106.92,3,0,0
19,35,55.9,4,0,0
36,59,63.26,4,1,0
46,13,40.57,4,0,0
77,2,75.34,4,0,0
57,5,90.21,3,1,0
72,71,108.12,3,0,0
39,6,25.16,3,0,0
45,67,117.33,1,1,1
44,52,90.38,4,0,0
73,11,48.43,3,1,0
77,62,40.45,4,0,0
77,11,49.61,3,1,0
64,11,107.57,2,0,0
49,41,49.14,2,1,0
51,21,66.28,4,1,0
78,21,90.57,3,1,1
35,14,107.2,4,0,0
39,44,85.86,3,0,0
73,2,95.31,3,1,0
41,18,37.33,1,1,0
32,40,107.74,1,0,0
52,35,47.57,3,0,0
38,50,32.84,1,0,0
73,16,117.62,1,1,1
74,46,40.16,4,0,0
36,54,33.67,3,1,0
50,28,82.6,1,1,1
79,19,51.89,2,1,0
64,40,33.33,2,1,1
31,42,80.11,1,0,0
54,7,95.9,3,1,0
56,41,99.32,2,0,0
58,11,35.55,4,0,0
19,41,75.69,1,0,0
36,67,101.37,4,0,0
70,39,36.11,1,1,0
32,55,40.77,4,1,0
36,22,20.24,4,0,0
37,66,72.46,2,0,0
28,58,39.47,2,1,0
27,66,92.42,1,1,0
39,53,116.22,2,1,0
72,47,40.88,3,0,0
18,38,84.91,3,1,0
35,66,41.18,1,0,0
21,61,21.8,1,0,0
52,30,95.86,3,0,0
33,7,63.4,3,1,0
67,1,114.68,4,0,0
54,17,73.43,4,1,0
66,5,35.75,3,1,0
57,16,64.98,3,0,0
45,8,40.29,3,1,0
71,70,107.8,2,1,0
47,7,89.09,3,1,0
76,45,54.12,1,0,1
79,25,72.78,4,1,0
54,13,86.95,4,1,1
59,50,98.29,2,0,0
33,69,28.01,2,1,0
68,57,22.25,2,0,0
59,70,31.45,4,1,0
73,42,59.5,1,0,0
34,48,66.67,2,0,0
66,11,33.65,3,1,0
47,61,61.12,3,0,0
29,54,64.16,2,0,0
28,19,30.91,1,1,0
52,26,111.67,3,1,1
37,44,79.91,3,1,0
24,1,58.85,4,1,1
44,59,70.69,1,0,0
58,20,51.42,1,1,1
37,6,105.43,2,1,0
77,24,77.5,3,1,0
66,60,69.49,1,1,0
49,20,111.09,1,1,1
75,39,103.8,2,1,0
44,58,101.28,2,1,0
26,3,42.56,3,0,0
20,54,35.31,1,1,0
76,21,89.01,4,0,0
77,50,66.86,1,0,0
63,14,88.37,2,1,0
24,10,96.06,4,1,0
36,56,49.53,3,0,0
20,58,48.47,4,0,0
21,70,69.08,1,1,0
33,49,47.35,3,1,0
53,34,86.73,1,1,0
22,14,94.67,3,1,1
79,21,67.2,2,0,0
46,47,92.38,4,0,1
34,25,71.04,1,0,0
49,35,91.29,4,1,0
66,12,42.5,2,1,0
37,32,93.88,3,0,1
20,17,91.51,3,1,0
21,8,46.66,1,1,0
70,10,75.6,2,1,0
24,37,105.53,3,1,1
57,27,44.95,4,0,0
41,8,93.6,4,1,1
66,37,115.4,3,0,0
21,12,106.62,2,1,0
73,2,60.15,2,1,0
61,10,80.72,2,0,0
45,32,119.18,2,1,0
30,68,76.84,2,0,0
78,18,31.5,4,0,0
36,21,24.54,2,1,0
48,18,99.03,1,0,1
42,26,62.36,3,0,0
32,51,44.68,3,0,0
43,23,54.77,2,0,0
27,47,95.74,3,1,1
18,64,66.52,4,0,0
35,68,106.85,4,0,0
24,40,93.49,4,0,0
43,51,117.4,3,1,1
71,66,108.85,1,1,1
28,56,45.45,3,0,0
18,22,85.91,4,0,1
24,10,22.05,4,1,0
49,9,119.11,4,0,0
35,63,46.1,4,1,0
48,40,86.48,3,1,0
19,22,104.92,1,0,0
38,25,36.05,2,1,0
43,20,104.79,2,0,0
44,57,21.22,4,0,0
52,44,64.2,4,1,0
66,63,67.2,2,1,0
46,22,57.41,2,1,1
70,34,78.64,1,0,0
50,9,111.48,1,0,1
34,69,52.7,2,1,0
32,37,77.93,1,1,0
37,40,107.75,2,0,0
55,30,97.3,4,1,0
33,20,24.07,3,0,0
74,68,114.28,3,0,0
47,35,24.66,1,0,0
71,48,78.88,4,1,0
60,3,77.54,3,1,0
38,20,98.64,3,0,0
32,58,34.84,2,0,0
64,7,37.94,3,0,0
38,8,95.21,4,0,1
33,58,34.95,3,0,0
75,22,66.94,2,1,0
47,20,93.16,3,0,0
21,41,85.12,4,0,0
48,14,41.06,2,1,0
46,4,50.4,4,1,0
71,1,116.9,3,0,1
62,6,64.87,1,0,0
29,12,24.45,4,1,0
27,50,41.96,3,0,0
55,22,54.24,2,1,0
20,6,119.95,1,0,0
37,2,50.27,4,1,0
26,34,22.64,4,0,0
19,60,71.29,1,1,0
74,25,28.36,3,0,0
23,5,47.41,1,0,0
18,17,119.24,2,1,0
75,36,90.46,3,1,1
29,14,25.07,1,1,0
68,70,64.87,3,1,0
19,55,37.16,2,0,0
27,25,32.29,3,0,0
24,68,78.71,4,0,0
61,24,70.57,1,1,0
56,10,94.29,4,1,0
47,67,109.23,1,1,1
32,69,44.67,1,0,0
23,23,112.3,2,1,0
53,43,71.8,2,1,1
32,13,45.88,1,1,1
54,46,104.58,2,1,0
60,49,23.55,4,1,0
70,51,75.95,3,0,0
48,41,92.16,3,0,0
18,50,48.0,1,1,0
35,40,106.35,1,1,0
70,59,44.03,2,1,0
51,13,103.99,4,1,1
56,35,27.85,4,1,1
46,30,35.99,1,1,0
28,38,58.1,2,1,0
73,11,105.41,2,0,0
65,23,34.46,3,0,0
79,68,107.54,1,0,0
71,8,42.97,2,1,0
36,46,65.25,4,0,0
33,48,55.27,2,0,0
33,34,31.81,4,0,0
74,3,114.43,3,0,0
52,3,63.82,3,0,1
46,20,89.03,2,1,0
78,8,77.53,4,0,0
55,7,70.17,1,0,0
74,12,81.66,4,0,1
79,14,109.83,4,1,1
22,60,89.93,3,1,0
40,46,73.25,4,1,0
63,3,84.52,3,0,1
68,45,80.64,3,1,0
27,10,63.31,1,0,1
37,30,82.48,1,1,0
51,3,64.36,1,1,0
67,7,95.76,1,1,0
25,10,116.89,4,1,1
55,31,115.99,1,1,0
36,33,102.07,1,1,1
31,26,80.18,4,1,1
49,45,94.93,2,1,0
43,52,37.8,4,1,0
57,52,67.9,4,0,1
37,42,45.73,3,1,0
69,39,20.35,4,0,0
22,35,116.67,4,0,1
71,17,106.38,1,0,1
19,35,71.37,1,0,0
63,1,45.42,2,1,1
39,69,89.3,3,0,0
41,27,63.48,4,1,0
19,54,100.33,1,0,0
61,68,119.95,1,0,0
28,36,54.91,2,0,0
58,62,44.44,2,1,0
62,35,46.74,4,1,0
70,10,29.33,2,0,0
61,2,59.4,4,1,1
36,10,21.74,1,1,0
63,67,31.44,1,1,0
69,34,47.17,4,0,0
37,23,35.99,1,1,0
25,32,93.22,1,1,0
73,19,30.56,3,1,0
27,62,106.6,1,0,1
54,71,42.11,1,1,0
32,7,30.86,2,0,0
25,52,21.01,3,1,0
66,24,91.52,3,1,0
26,4,45.66,3,0,0
59,66,70.95,1,0,0
60,5,31.16,2,1,0
21,15,118.53,2,1,0
28,2,32.54,2,0,0
67,34,61.19,3,1,0
49,43,105.16,1,0,1
25,23,44.49,3,1,0
79,6,46.7,4,0,0
34,9,100.85,3,1,1
18,67,47.33,2,1,0
75,58,20.29,2,0,0
19,67,62.79,3,1,0
52,38,21.25,3,0,0
79,39,110.98,2,0,0
53,56,84.18,1,1,0
54,44,78.3,3,1,0
42,31,40.16,3,0,0
25,21,89.99,1,0,0
53,35,87.73,3,0,0
73,5,26.05,1,0,0
23,14,108.08,3,1,0
72,53,77.94,3,0,0
43,62,99.25,1,1,0
51,8,46.29,3,0,0
28,7,32.2,1,0,1
56,7,90.24,2,1,1
29,57,99.39,3,1,0
34,23,58.6,2,0,0
62,24,22.37,4,0,0
21,1,101.83,4,0,0
45,70,40.61,4,1,0
54,31,53.9,1,0,0
26,57,82.82,1,0,0
36,51,30.0,1,1,0
39,11,27.2,3,1,0
59,57,22.57,2,1,0
78,40,111.66,3,0,1
69,43,51.14,2,1,1
29,15,86.07,1,0,0
19,61,118.92,3,1,0
21,67,86.95,3,0,0
54,29,72.51,3,1,0
27,7,72.09,2,0,0
32,61,57.69,3,0,0
70,64,79.98,4,1,0
72,36,115.88,3,0,0
70,42,98.8,4,1,0
33,16,62.42,2,1,0
56,5,53.24,1,1,0
55,68,108.35,4,0,1
29,35,33.58,2,1,0
52,20,104.96,1,0,0
50,50,45.51,1,0,0
42,2,91.56,2,0,0
64,6,100.62,1,0,1
60,18,67.7,3,0,0
51,32,39.23,3,0,0
62,27,104.48,2,0,0
65,14,56.75,1,0,1
53,25,52.07,1,0,0
34,24,71.0,4,1,0
65,38,63.51,2,0,0
62,40,88.31,1,1,0
78,63,33.72,3,1,0
27,58,63.57,4,0,0
43,21,109.17,1,1,0
75,65,23.61,4,0,0
49,37,65.73,3,0,0
76,14,86.05,2,1,0
18,25,108.77,4,0,0
20,53,79.38,2,0,0
67,59,102.45,3,0,0
40,27,42.27,1,0,0
50,12,55.28,1,0,0
44,14,114.21,4,1,0
43,8,108.6,4,0,0
76,50,75.8,1,1,0
23,36,67.55,1,0,0
65,33,65.11,3,1,0
73,48,25.88,4,1,0
58,59,109.24,3,1,0
42,57,101.81,3,1,0
27,10,65.63,2,0,1
60,42,47.94,1,1,0
47,63,54.29,4,0,0
27,55,32.32,4,1,0
40,24,92.18,2,1,1
77,28,75.67,3,1,1
34,64,43.41,1,0,0
29,3,82.3,2,1,0
60,38,117.92,1,1,0
30,9,32.24,2,1,0
75,64,65.85,1,1,0
71,3,69.42,3,1,0
78,2,36.68,1,1,0
74,24,73.16,3,1,0
33,15,80.6,3,0,0
31,36,35.73,4,1,0
39,22,35.47,1,0,0
47,26,105.63,2,1,0
72,41,51.14,1,0,0
63,40,83.03,3,0,0
57,67,82.68,1,0,0
72,35,103.92,3,0,0
58,41,93.99,4,0,0
41,49,104.06,3,0,0
43,13,82.52,1,0,0
50,48,64.95,2,0,0
23,62,59.36,3,1,0
63,23,57.9,2,0,0
58,13,61.84,2,1,0
63,25,32.93,4,0,0
51,20,62.4,4,0,0
66,42,58.94,2,0,0
76,62,23.46,2,0,0
53,43,47.51,1,1,0
45,9,95.19,2,1,1
24,23,77.79,3,0,0
66,49,100.62,3,1,0
74,24,74.27,2,0,0
61,42,105.41,1,1,0
71,50,99.61,1,0,0
71,24,29.83,1,0,0
67,46,117.7,1,0,1
49,29,21.47,1,0,0
24,10,79.68,3,1,1
18,27,99.25,4,1,1
30,32,53.19,4,1,0
44,1,79.86,3,1,1
64,64,56.21,2,0,0
46,38,26.06,4,1,0
19,3,20.85,1,1,0
31,62,29.49,3,1,0
78,61,29.84,4,0,0
79,1,81.09,3,1,0
41,12,72.59,2,1,1
67,26,65.55,3,0,0
62,37,89.19,4,1,0
75,52,21.68,1,1,0
73,31,47.1,3,1,0
56,44,97.74,1,1,0
42,1,111.0,1,0,1
56,47,63.83,4,1,0
37,65,28.15,2,1,0
39,38,99.87,1,0,0
55,33,108.52,2,1,0
53,22,61.37,1,0,0
54,68,44.34,4,1,0
41,3,24.4,4,0,1
43,21,79.11,1,0,0
18,10,110.99,1,0,0
55,62,87.79,4,0,0
53,35,51.72,4,1,1
75,66,84.29,4,0,1
49,48,103.21,3,1,0
46,40,67.58,4,0,0
22,37,101.97,2,0,0
30,15,59.19,4,1,0
38,40,54.85,4,0,1
41,49,78.3,1,0,0
40,69,66.47,1,1,1
42,39,117.71,3,0,0
65,67,71.64,4,1,0
26,68,58.52,4,1,0
38,38,59.49,1,1,0
28,32,74.79,2,0,0
37,11,55.49,4,0,0
60,20,92.29,1,1,0
20,63,58.07,3,1,0
39,10,58.41,2,1,1
19,29,81.7,1,0,0
77,50,26.08,1,1,0
63,18,85.54,3,1,0
33,70,70.5,4,1,0
30,47,65.3,1,1,0
24,3,91.93,2,0,0
47,18,95.83,1,0,0
64,53,104.63,3,0,0
54,62,57.48,4,1,0
72,66,52.7,4,1,0
39,61,91.43,2,0,0
35,6,78.18,2,0,0
47,52,83.18,2,0,0
30,8,75.55,4,0,0
78,6,97.27,2,0,0
29,50,39.0,1,1,0
47,34,75.57,4,1,0
50,47,35.81,1,0,0
21,61,60.73,4,0,0
47,5,86.4,1,0,0
46,38,69.31,3,0,0
34,60,57.96,2,0,0
25,32,108.5,3,0,0
20,38,97.28,2,0,1
18,36,72.63,2,0,0
47,65,115.01,2,1,0
23,4,62.44,4,0,0
77,63,98.81,1,0,0
33,58,36.79,1,0,0
58,58,48.58,1,0,0
59,30,53.81,3,1,0
48,37,30.58,3,0,0
72,27,70.18,3,0,1
24,18,39.23,1,1,0
32,63,83.42,4,0,0
33,36,39.01,4,0,0
26,52,32.35,4,0,0
36,8,116.91,4,0,1
37,57,85.82,2,1,0
65,47,113.65,3,1,1
36,71,68.99,2,0,0
72,10,23.34,3,0,1
65,39,77.44,2,0,0
73,37,75.83,3,1,0
24,39,21.5,4,1,0
79,4,106.12,3,0,0
56,34,82.0,4,1,1
78,22,94.47,4,0,0
40,44,69.39,1,1,0
77,17,81.84,4,0,0
54,31,45.75,4,0,0
22,45,117.38,2,1,1
43,5,60.07,3,1,1
26,56,36.23,3,0,0
76,51,25.59,4,1,0
36,5,83.62,4,0,0
31,5,118.34,1,0,0
52,61,109.58,1,1,0
44,21,90.21,1,1,0
24,62,119.06,3,0,0
68,36,92.28,4,1,0
70,25,53.93,3,1,0
64,20,80.12,1,0,0
56,47,27.98,3,1,0
42,8,42.17,2,0,0
51,29,61.75,2,1,0
50,25,40.18,4,0,0
28,11,115.35,2,0,0
23,26,119.56,3,0,1
33,38,57.09,1,0,0
46,49,90.92,2,0,0
27,7,60.78,3,1,0
24,62,33.95,3,0,0
70,63,53.69,4,0,0
41,50,43.34,2,0,0
54,66,52.81,4,0,0
50,31,41.5,4,0,0
63,59,31.23,2,1,0
63,52,41.74,1,0,0
36,40,110.58,2,1,1
70,13,28.52,3,1,0
41,40,52.48,4,0,0
69,64,72.84,3,1,0
43,70,55.45,3,0,0
24,32,71.76,1,1,0
65,18,24.34,3,1,0
19,54,84.86,4,1,0
65,6,76.35,2,1,0
20,11,88.1,4,0,1
30,40,76.73,1,0,0
55,71,63.79,4,1,0
76,24,55.01,4,0,1
43,32,42.64,3,1,0
25,23,70.01,3,0,0
32,32,22.61,4,0,0
73,1,52.82,2,0,0
63,43,87.79,1,1,0
24,43,30.87,4,0,0
41,23,26.29,1,0,0
34,19,85.22,3,1,0
29,55,59.78,2,0,0
70,14,100.18,4,0,0
56,4,113.73,4,0,1
29,3,115.7,2,0,0
58,63,62.56,3,0,0
43,26,46.43,2,1,1
21,8,80.86,2,0,0
45,63,82.82,4,0,0
29,11,82.23,2,0,0
33,24,52.18,4,0,0
72,2,26.38,3,0,0
62,49,41.0,4,1,0
26,50,35.44,3,1,0
70,54,32.39,4,0,0
53,19,112.63,2,0,1
72,24,21.38,2,1,1
64,67,80.19,2,0,0
39,59,114.75,1,0,0
51,3,56.01,1,0,0
50,50,72.71,2,0,0
62,58,89.58,4,1,0
33,40,51.72,4,1,0
38,46,67.77,3,0,0
33,1,101.71,2,0,0
36,3,94.54,3,0,0
27,3,100.84,4,1,0
20,12,118.73,1,0,0
76,71,57.03,4,0,0
22,46,94.71,4,1,0
73,56,80.28,4,1,0
18,21,86.66,1,0,0
66,67,93.99,4,0,0
38,15,94.97,3,0,1
50,65,108.57,3,1,0
35,3,54.93,1,1,0
48,2,85.35,2,1,0
45,6,48.03,2,0,0
50,57,79.46,4,0,0
42,19,95.12,2,0,0
51,33,99.1,1,0,0
69,34,62.01,4,0,0
44,57,70.87,1,0,0
40,25,53.38,4,0,0
26,1,36.9,4,1,1
40,28,46.05,2,1,1
25,21,111.21,3,0,0
29,52,50.9,4,0,0
77,54,117.48,3,1,0
23,7,44.15,3,0,1
47,57,92.31,1,0,0
69,6,77.39,3,1,0
77,44,89.69,3,0,0
27,28,84.4,3,0,0
28,22,90.67,4,1,0
41,35,110.55,4,1,1
52,23,76.35,3,0,0
77,57,26.78,2,1,0
30,69,47.08,2,0,0
28,58,90.82,1,1,0
33,32,69.41,3,1,0
72,36,74.86,2,1,0
19,32,79.66,4,1,1
41,57,58.26,4,1,1
25,40,97.39,4,0,1
27,34,92.35,4,1,1
74,30,91.43,2,0,0
18,27,91.53,2,0,0
37,40,109.04,3,0,0
74,49,79.54,2,0,0
55,31,116.71,2,1,1
22,58,31.92,3,0,1
46,59,83.2,2,0,0
78,31,91.69,4,0,0
42,65,67.72,1,1,0
50,13,48.82,2,1,0
50,67,75.0,3,1,0
58,21,56.47,4,0,0
29,41,110.91,3,1,0
70,21,55.68,1,0,1
79,32,37.57,2,0,0
26,25,77.64,4,1,0
68,51,59.6,2,0,0
68,6,29.59,2,1,0
63,60,76.48,1,0,0
40,65,73.78,3,1,0
47,40,37.32,1,0,0
70,39,79.76,2,1,0
27,50,76.74,3,0,0
69,15,97.36,4,1,1
75,54,56.16,1,1,1
60,16,44.88,2,0,0
39,49,115.12,1,0,0
52,22,76.12,2,1,1
21,53,22.71,4,0,0
75,57,102.07,2,0,0
39,15,39.68,2,1,0
21,44,98.6,2,0,1
67,36,90.52,4,1,1
58,21,116.88,3,1,1
56,42,116.56,3,0,0
21,71,47.44,4,0,0
64,1,96.64,3,1,1
57,68,51.69,3,1,0
67,61,82.92,3,1,0
69,38,79.77,3,1,0
31,44,25.45,1,0,0
31,27,20.52,2,0,0
75,10,25.78,4,1,0
50,41,32.79,1,1,0
45,58,45.77,4,0,0
35,17,110.7,3,0,0
57,51,71.86,2,0,0
